ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Alcohol_num,Amphet_num,Amyl_num,Benzos_num,Caff_num,Cannabis_num,Choc_num,Coke_num,Crack_num,Ecstasy_num,Heroin_num,Ketamine_num,Legalh_num,LSD_num,Meth_num,Mushrooms_num,Nicotine_num,Semer_num,VSA_num,Cannabis_user,Coke_user,Ecstasy_user,Heroin_user,Meth_user,Nicotine_user,drug_severity_score,risk_category
862,2.59171,-0.48246,1.98437,-0.28519,1.90725,-0.6072550507937872,0.4331844114066636,-0.7894957947313558,1.1857164095891477,-0.5921734534352558,1.197148688370635,-0.02521009044844645,CL5,CL0,CL0,CL0,CL4,CL2,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,5,0,0,0,4,2,4,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,20,High
863,-0.07854,-0.48246,-1.7379,-0.46841,-1.10702,-0.5927535287191026,0.4254826830634316,0.9980452216359774,-1.4027129566977294,0.4600797510175246,0.021971217183948896,1.7525568276266001,CL1,CL0,CL0,CL0,CL5,CL3,CL6,CL2,CL1,CL2,CL2,CL2,CL0,CL0,CL3,CL2,CL4,CL0,CL0,1,0,0,0,5,3,6,2,1,2,2,2,0,0,3,2,4,0,0,1,1,1,1,1,1,33,Severe
864,0.49788,0.48246,1.16365,-0.09765,0.1144,1.3693289022002106,-1.112074818376736,0.17005819154391613,-1.9969708855706332,1.936389605903664,-1.0572401555969737,0.6709867355084304,CL4,CL4,CL1,CL0,CL1,CL4,CL5,CL0,CL0,CL5,CL0,CL1,CL4,CL5,CL4,CL0,CL0,CL0,CL0,4,4,1,0,1,4,5,0,0,5,0,1,4,5,4,0,0,0,0,1,0,1,0,1,0,38,Severe
865,-0.95197,-0.48246,1.98437,0.21128,0.1144,-0.07938863977790714,-1.1714840885478104,0.2609907321924092,-0.3879548133507361,0.5265853628894035,-0.8807624475690179,0.9736026885483221,CL2,CL0,CL0,CL0,CL3,CL2,CL1,CL0,CL0,CL2,CL0,CL3,CL0,CL0,CL1,CL0,CL2,CL0,CL0,2,0,0,0,3,2,1,0,0,2,0,3,0,0,1,0,2,0,0,1,0,1,0,1,1,16,High
866,1.82213,-0.48246,1.98437,-0.57009,-0.50212,0.5091387931318747,1.170194743361313,1.4245800712666272,-1.9317163801395008,1.103015474669573,-0.32843802400964067,0.5401656961164798,CL4,CL1,CL0,CL0,CL4,CL3,CL4,CL0,CL0,CL0,CL0,CL2,CL1,CL4,CL0,CL0,CL3,CL0,CL0,4,1,0,0,4,3,4,0,0,0,0,2,1,4,0,0,3,0,0,1,0,0,0,0,1,26,High
867,1.82213,0.48246,0.45468,0.24923,0.1144,0.5015610923592241,1.5090251988918544,-0.1953283552568741,-0.9097734043438013,-0.2915494820064476,0.6576382785618705,0.16263895976016457,CL5,CL0,CL0,CL6,CL4,CL6,CL4,CL4,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL4,CL0,CL1,5,0,0,6,4,6,4,4,0,0,1,0,0,1,0,1,4,0,1,1,1,0,1,0,1,37,Severe
868,1.09449,0.48246,1.98437,0.21128,-0.22166,-1.197987606077978,-1.4815211390434568,-0.3887792432108021,-1.2519371984131011,0.9242460040313975,1.2721275149084712,0.4548134888819476,CL4,CL0,CL1,CL3,CL2,CL0,CL2,CL0,CL2,CL5,CL0,CL0,CL4,CL0,CL5,CL0,CL4,CL4,CL0,4,0,1,3,2,0,2,0,2,5,0,0,4,0,5,0,4,4,0,0,0,1,0,1,1,36,Severe
869,-0.07854,-0.48246,1.98437,0.96098,-1.10702,-0.760875876171995,-0.027760136644663376,1.3612931244392328,-1.2431886414656417,1.0115686238399184,0.8019492167923751,-1.9841250753311428,CL5,CL0,CL2,CL0,CL2,CL2,CL5,CL0,CL0,CL3,CL0,CL0,CL5,CL3,CL0,CL0,CL4,CL0,CL0,5,0,2,0,2,2,5,0,0,3,0,0,5,3,0,0,4,0,0,1,0,1,0,0,1,31,Severe
870,-0.95197,0.48246,-1.43719,-0.46841,-0.50212,0.37534736354002013,0.8140507973333223,-1.4907393797155357,0.0695297843718018,0.24544862085458258,0.5680320125884004,-0.26036922214389846,CL4,CL0,CL5,CL0,CL4,CL5,CL1,CL0,CL0,CL5,CL0,CL0,CL2,CL0,CL0,CL0,CL4,CL0,CL0,4,0,5,0,4,5,1,0,0,5,0,0,2,0,0,0,4,0,0,1,0,1,0,0,1,30,High
871,-0.07854,0.48246,-1.22751,-0.57009,0.1144,-2.0673148867236435,-2.203778503759745,0.05119111997989789,0.25705696964386854,-0.07475093708782346,1.0968755857644712,-1.3977692526995082,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL2,CL0,CL4,CL5,CL0,CL4,2,0,0,0,0,2,0,0,1,0,0,0,0,2,0,4,5,0,4,1,0,0,0,0,1,20,High
872,-0.95197,0.48246,-1.7379,-0.09765,-1.10702,-0.21129761703842476,-1.0733378580790447,-0.7376424334574151,-0.8059016420588736,-1.4950872519669338,0.6211726322786069,-1.179948070647568,CL3,CL0,CL0,CL0,CL3,CL0,CL2,CL4,CL3,CL2,CL1,CL0,CL0,CL1,CL4,CL0,CL6,CL0,CL0,3,0,0,0,3,0,2,4,3,2,1,0,0,1,4,0,6,0,0,0,1,1,1,1,1,29,High
873,1.09449,-0.48246,-1.43719,-0.57009,0.126,-0.8652838723927825,-0.09219702212713034,0.29267911882183567,-0.09438214930550137,-0.03238447376476758,-0.9032282813075986,1.1936227854251766,CL6,CL4,CL0,CL0,CL3,CL2,CL3,CL0,CL1,CL2,CL0,CL0,CL0,CL2,CL4,CL0,CL4,CL0,CL0,6,4,0,0,3,2,3,0,1,2,0,0,0,2,4,0,4,0,0,1,0,1,0,1,1,31,Severe
874,1.09449,0.48246,-0.61113,-0.28519,0.1144,1.1105061419766535,-0.5972386560582158,0.5719649347214409,-0.8557206347536878,0.5652234729236855,-0.220758063793652,-1.0765419885749057,CL3,CL0,CL2,CL0,CL4,CL4,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,3,0,2,0,4,4,1,4,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,23,High
875,1.82213,-0.48246,-0.61113,0.21128,-0.31685,0.3461154531549492,0.20914350114554867,0.6275907322840457,0.4008386375030977,-0.7652429626360625,-0.5152457217072197,-1.323656732069987,CL1,CL1,CL0,CL0,CL0,CL6,CL4,CL1,CL5,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL4,CL0,CL0,1,1,0,0,0,6,4,1,5,0,0,0,0,2,0,0,4,0,0,1,1,0,0,0,1,24,High
876,-0.07854,0.48246,-0.05921,-0.28519,1.90725,1.191246297390677,1.4704820276836883,1.026239081898477,-1.4776636900036277,-1.2700829339708608,1.2622764446092574,0.38957958912817714,CL3,CL0,CL0,CL0,CL4,CL4,CL4,CL1,CL0,CL3,CL0,CL2,CL0,CL0,CL0,CL1,CL5,CL0,CL0,3,0,0,0,4,4,4,1,0,3,0,2,0,0,0,1,5,0,0,1,1,1,0,0,1,27,High
877,2.59171,-0.48246,0.45468,0.96098,-1.10702,-0.03912463355335285,-0.8527976275132332,-0.25252732681086576,0.16524064711871986,0.10195167889919825,-0.9546057680315209,-0.06867918719387264,CL3,CL0,CL0,CL0,CL5,CL2,CL4,CL2,CL0,CL0,CL0,CL1,CL5,CL0,CL1,CL0,CL6,CL0,CL0,3,0,0,0,5,2,4,2,0,0,0,1,5,0,1,0,6,0,0,1,1,0,0,1,1,29,High
878,1.82213,-0.48246,0.45468,-0.09765,-0.50212,-0.11388919276702249,0.05027289131537464,-0.19022128213728176,0.24108059617535185,0.2306659199335548,-0.9351777631150214,0.44626445196459674,CL4,CL0,CL1,CL0,CL5,CL2,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL4,CL2,CL0,4,0,1,0,5,2,2,0,2,0,0,0,0,3,0,0,4,2,0,1,0,0,0,0,1,25,High
879,-0.07854,0.48246,-2.43591,0.21128,0.126,-0.30492951907956495,-0.34479612299418294,0.5266022143517697,2.335979169852869,-1.3473712412396748,0.16992956602083834,1.755905354109368,CL4,CL0,CL0,CL0,CL5,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL2,CL0,CL2,CL0,CL0,4,0,0,0,5,4,4,0,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,1,1,23,High
880,1.82213,-0.48246,-1.7379,0.96098,-0.22166,-0.5030693995550923,0.13636530807313918,0.8875016933061226,-1.7544430932573676,0.040771691526375206,1.9290206903969034,0.5727586956170508,CL6,CL0,CL4,CL0,CL4,CL5,CL3,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL5,CL0,CL0,6,0,4,0,4,5,3,0,0,0,0,2,0,0,0,0,5,0,0,1,0,0,0,0,1,29,High
881,2.59171,0.48246,1.98437,-0.28519,0.126,2.3955193118893208,0.005800119116093905,-1.3003038171383543,2.4075949316354026,0.2899275586087736,0.7348907289349106,-1.5506099091513506,CL5,CL0,CL0,CL0,CL4,CL4,CL3,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL4,CL0,CL1,5,0,0,0,4,4,3,0,4,0,0,0,0,0,0,1,4,0,1,1,0,0,0,0,1,26,High
882,0.49788,0.48246,-1.7379,-0.28519,0.1144,0.8071695157932223,2.2786295251209814,0.314121174679678,0.7566846105886573,1.3213036992017873,1.0416761899696694,0.9328971532456979,CL0,CL0,CL0,CL5,CL3,CL4,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL6,CL0,CL0,0,0,0,5,3,4,3,0,0,0,0,0,0,0,0,4,6,0,0,1,0,0,0,0,1,25,High
883,0.49788,0.48246,-0.05921,0.21128,1.90725,-1.0661885459367826,1.4895774588475794,-0.39524432542817783,1.8273147061406683,-0.47651913523859335,-1.1068013259845935,-0.21992404966826046,CL5,CL0,CL0,CL5,CL3,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL1,CL0,5,0,0,5,3,6,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,24,High
884,0.49788,-0.48246,-2.43591,-0.09765,0.126,2.3955193118893208,-1.5809355206372318,0.08715257038436107,0.9052651392522558,2.086421715062901,0.668801511676504,0.16794522637996623,CL5,CL0,CL0,CL0,CL3,CL2,CL3,CL0,CL0,CL3,CL0,CL2,CL2,CL2,CL0,CL0,CL6,CL0,CL0,5,0,0,0,3,2,3,0,0,3,0,2,2,2,0,0,6,0,0,1,0,1,0,0,1,28,High
885,0.49788,0.48246,-1.43719,-0.28519,-0.22166,-0.40497993500227303,-0.9001347629725085,-0.3566886532877254,-0.9435402090283289,0.053885220833628185,-1.1111890996918,-1.6534105610591865,CL5,CL0,CL0,CL2,CL0,CL2,CL4,CL0,CL3,CL0,CL1,CL2,CL4,CL0,CL0,CL0,CL4,CL0,CL0,5,0,0,2,0,2,4,0,3,0,1,2,4,0,0,0,4,0,0,1,0,0,1,0,1,27,High
886,-0.95197,-0.48246,-1.7379,-0.46841,-0.31685,0.321152000176856,-0.777857258208614,-0.7227466062922852,0.6578400064890101,-1.2019425322382706,0.7309355654361434,0.5032514745275087,CL4,CL1,CL1,CL0,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL6,CL0,CL0,4,1,1,0,6,5,1,0,0,0,0,3,0,0,0,0,6,0,0,1,0,0,0,0,1,27,High
887,0.49788,-0.48246,-1.43719,0.96098,-0.50212,0.9395973718718656,-1.2342754841278012,-1.0185232628232228,-0.6656527394549884,-0.3301855612315269,-1.570841020811889,-1.3014747434858014,CL3,CL0,CL0,CL0,CL6,CL3,CL3,CL2,CL0,CL0,CL1,CL0,CL3,CL0,CL2,CL0,CL5,CL0,CL0,3,0,0,0,6,3,3,2,0,0,1,0,3,0,2,0,5,0,0,1,1,0,1,1,1,28,High
888,2.59171,0.48246,-0.61113,0.21128,-1.10702,-1.537953927072501,-1.3683629807891347,-0.15102401497028514,-0.08814467569194438,-1.1128463700538684,-0.33912071285246076,0.5342493441352858,CL5,CL4,CL0,CL0,CL2,CL3,CL4,CL1,CL0,CL1,CL0,CL0,CL2,CL0,CL2,CL0,CL5,CL1,CL0,5,4,0,0,2,3,4,1,0,1,0,0,2,0,2,0,5,1,0,1,1,1,0,1,1,30,High
889,1.09449,-0.48246,-0.05921,0.24923,1.90725,-0.827326801649099,-0.17836642469478214,0.3584057917558956,-1.174685093954566,-0.16723789228541117,-2.053117972034088,-0.7228648046503318,CL5,CL0,CL1,CL0,CL4,CL4,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,5,0,1,0,4,4,6,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,24,High
890,1.09449,-0.48246,1.98437,0.24923,-0.22166,1.64816482457069,-0.7396875640116412,-0.6030078000737306,-0.6786976611376271,0.4684664170111673,-0.8847121999341708,0.7221643586571564,CL4,CL0,CL0,CL0,CL4,CL3,CL5,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,4,0,0,0,4,3,5,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,20,High
891,-0.95197,0.48246,-1.22751,-0.09765,0.1144,-0.22482866333639537,-0.8907936664659647,1.1898119668668736,0.8969765383056015,0.2681885639640767,-1.4246065874159146,-1.295055125405176,CL2,CL0,CL0,CL0,CL4,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1,CL0,CL4,CL0,CL0,2,0,0,0,4,3,6,0,0,0,0,0,2,0,1,0,4,0,0,1,0,0,0,1,1,22,High
892,0.49788,-0.48246,0.45468,-0.46841,0.1144,0.998670116760872,2.0204739770927964,2.2991272770345454,0.43795650684895665,-1.130125244053242,0.6511829726078993,-1.5607682266966907,CL4,CL0,CL0,CL0,CL4,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL3,4,0,0,0,4,6,5,0,0,3,0,0,0,0,0,0,3,0,3,1,0,1,0,0,1,28,High
893,0.49788,-0.48246,-0.05921,-0.28519,0.1144,-0.45346844064634545,-0.6708776207596805,0.41312512098394394,1.0242302339272182,-1.254493052537247,0.09438854971188436,-0.5413882147070407,CL1,CL1,CL0,CL0,CL2,CL2,CL4,CL0,CL1,CL0,CL3,CL0,CL1,CL0,CL3,CL0,CL6,CL0,CL0,1,1,0,0,2,2,4,0,1,0,3,0,1,0,3,0,6,0,0,1,0,0,1,1,1,24,High
894,0.49788,0.48246,-1.7379,0.24923,1.90725,-0.09505960548684177,-0.44316772781320113,-0.041235524546684506,-1.3978120024846332,0.41938904152899975,-0.4675344843186192,0.2663197017955302,CL2,CL0,CL0,CL6,CL4,CL4,CL5,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL4,CL0,CL2,2,0,0,6,4,4,5,0,0,0,0,3,0,0,0,3,4,0,2,1,0,0,0,0,1,33,Severe
895,1.82213,-0.48246,1.16365,-0.09765,0.126,1.7852568660765002,0.7414564869926152,-0.9122627404246667,-1.870440889429356,0.6440989799692801,0.11712251532310052,-1.14515780254648,CL3,CL0,CL0,CL0,CL4,CL0,CL4,CL2,CL2,CL3,CL0,CL0,CL0,CL0,CL2,CL0,CL2,CL0,CL1,3,0,0,0,4,0,4,2,2,3,0,0,0,0,2,0,2,0,1,0,1,1,0,1,1,23,High
896,-0.07854,0.48246,0.45468,0.96098,1.90725,0.4375122422980228,-0.4465284720744135,0.37005808836797927,1.1017157121691126,-0.48893049540350514,-0.8309391458067976,0.2038307340527654,CL3,CL0,CL0,CL3,CL4,CL5,CL3,CL0,CL0,CL0,CL0,CL1,CL0,CL2,CL0,CL0,CL4,CL0,CL5,3,0,0,3,4,5,3,0,0,0,0,1,0,2,0,0,4,0,5,1,0,0,0,0,1,30,High
897,1.82213,0.48246,0.45468,-0.46841,0.1144,-0.34484776693099867,-1.1656735104517029,1.4771757333683,1.0276728696879491,-2.21784455680912,0.32186070479610296,0.8744061894903906,CL4,CL0,CL4,CL0,CL4,CL2,CL3,CL0,CL0,CL0,CL5,CL0,CL1,CL0,CL1,CL0,CL4,CL6,CL4,4,0,4,0,4,2,3,0,0,0,5,0,1,0,1,0,4,6,4,1,0,0,1,1,1,38,Severe
898,-0.07854,0.48246,1.16365,-0.46841,-0.31685,-0.6833634608028478,-0.25793970385173065,1.948479410097344,0.2115374452917114,-1.1583990269012396,-0.0777233994537694,-1.3236060324327306,CL3,CL4,CL0,CL4,CL6,CL5,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,3,4,0,4,6,5,4,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,Severe
899,0.49788,0.48246,-2.43591,-0.57009,-0.22166,-0.5918753924132033,2.008733422896103,1.3961557984866904,0.41922564875102425,0.986300368661679,2.247248052021547,0.2053739965175697,CL0,CL2,CL0,CL2,CL5,CL2,CL5,CL1,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL3,CL0,CL0,0,2,0,2,5,2,5,1,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,1,21,High
900,0.49788,-0.48246,-2.43591,-0.09765,-1.10702,1.241560030737091,-0.48144209026492446,0.8433096283061091,0.8650381451308626,-0.7385302875853874,1.6335138558176272,0.5397839669036788,CL2,CL0,CL1,CL0,CL4,CL4,CL2,CL1,CL3,CL0,CL0,CL1,CL0,CL0,CL3,CL4,CL0,CL0,CL0,2,0,1,0,4,4,2,1,3,0,0,1,0,0,3,4,0,0,0,1,1,0,0,1,0,25,High
901,1.82213,-0.48246,1.16365,-0.09765,-1.10702,0.7654983086389202,-0.9117667358298499,0.41019337004716355,0.18152409258814767,-0.347232024902261,0.9405598840152535,-0.1928788826812376,CL2,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL1,CL0,CL1,CL0,CL5,CL0,CL4,CL0,CL4,CL0,CL0,2,0,0,0,0,5,0,0,1,0,1,0,5,0,4,0,4,0,0,1,0,0,1,1,1,22,High
902,1.82213,0.48246,-1.22751,-0.57009,1.90725,-1.1486766320735913,0.42023033084902134,-1.0486680308803842,0.536667248102405,0.5533396533776359,0.29232296042073364,-0.08248376128586374,CL4,CL3,CL0,CL0,CL4,CL3,CL5,CL3,CL0,CL1,CL0,CL0,CL0,CL4,CL3,CL3,CL3,CL0,CL0,4,3,0,0,4,3,5,3,0,1,0,0,0,4,3,3,3,0,0,1,1,1,0,1,1,36,Severe
903,-0.07854,0.48246,-0.61113,-0.28519,0.1144,0.08717855687070324,-0.3059144876599708,-0.09972154783013833,0.8148227202481061,-0.3062700088070222,0.42035731077765043,-1.4088955350875951,CL3,CL0,CL0,CL6,CL5,CL3,CL4,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL2,CL0,CL0,3,0,0,6,5,3,4,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,25,High
904,1.09449,-0.48246,1.16365,-0.09765,-0.50212,-0.0668164718060056,2.2786295251209814,-0.21587813747112522,-0.09351449635145688,1.3974228608231283,1.2408892275363,0.4374559510423428,CL3,CL3,CL4,CL0,CL2,CL4,CL5,CL0,CL0,CL0,CL2,CL0,CL1,CL1,CL0,CL0,CL5,CL0,CL3,3,3,4,0,2,4,5,0,0,0,2,0,1,1,0,0,5,0,3,1,0,0,1,0,1,33,Severe
905,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,0.3160927695682939,-0.7868969517266005,-0.09320403540725357,-0.34559489007045224,-0.3734365244008426,0.2881423643797537,0.06121307206674737,CL4,CL0,CL0,CL0,CL4,CL2,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL4,CL0,CL0,CL1,4,0,0,0,4,2,6,0,0,1,0,0,0,1,0,4,0,0,1,1,0,1,0,0,0,23,High
906,1.82213,-0.48246,-1.22751,-0.28519,1.90725,-0.60357111914137,1.7337307202100498,-0.719412212826802,0.3820530357595388,-0.8606534781466912,0.3496652708961575,0.15066649769517115,CL3,CL0,CL3,CL0,CL2,CL6,CL3,CL0,CL2,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,3,0,3,0,2,6,3,0,2,3,4,0,0,0,0,0,4,0,0,1,0,1,1,0,1,30,High
907,2.59171,-0.48246,-0.05921,-0.28519,0.1144,1.0978056116494237,1.163389549889045,0.7578619684363763,2.264614030757832,1.182272203017573,-0.5764788682616133,2.0646746505847577,CL3,CL1,CL1,CL4,CL3,CL2,CL2,CL3,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL4,CL0,CL0,3,1,1,4,3,2,2,3,0,0,0,0,0,6,0,0,4,0,0,1,1,0,0,0,1,29,High
908,1.82213,0.48246,-0.61113,0.21128,0.126,-0.0013392772860250715,-0.38134530312189385,-0.27386479340704334,-0.8476836422514354,0.04780609338345727,-0.6873171430399312,-0.20666557619269588,CL5,CL0,CL0,CL0,CL0,CL5,CL3,CL2,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL3,CL5,CL0,CL0,5,0,0,0,0,5,3,2,0,0,0,1,0,0,0,3,5,0,0,1,1,0,0,0,1,24,High
909,2.59171,-0.48246,0.45468,-0.46841,-1.10702,0.3734365175854093,-0.0035152946563967767,-0.3550304071434997,-0.4307401587538532,-1.0783978485370096,-0.10723167131284693,0.32265405302143124,CL4,CL0,CL1,CL0,CL2,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL2,CL0,CL0,4,0,1,0,2,5,5,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,21,High
910,-0.95197,0.48246,0.45468,0.96098,-1.10702,-0.7846902241143158,-1.029879858544512,-0.7160266242110652,-1.7564107063845535,0.47182437268536376,-2.2767390538359753,1.2881121438567547,CL5,CL0,CL0,CL0,CL4,CL3,CL0,CL0,CL0,CL2,CL1,CL0,CL1,CL0,CL0,CL0,CL5,CL0,CL0,5,0,0,0,4,3,0,0,0,2,1,0,1,0,0,0,5,0,0,1,0,1,1,0,1,21,High
911,1.82213,0.48246,-1.22751,-0.46841,-0.31685,-0.7343131376705622,-0.5384415296230124,0.23229998827437015,0.43480339692298114,-0.2943271634845077,-0.02906785964881662,-0.04829395504014431,CL4,CL0,CL0,CL0,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL0,CL0,4,0,0,0,5,2,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,1,16,High
912,-0.95197,-0.48246,-0.61113,-0.46841,-1.10702,2.3955193118893208,-0.38844582960233465,1.4967745260557963,-0.5299337917441671,-1.1458639570982956,-0.24215594470254123,-0.7165773779361757,CL6,CL0,CL0,CL0,CL4,CL2,CL3,CL0,CL2,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,6,0,0,0,4,2,3,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,22,High
913,1.09449,0.48246,-1.43719,0.21128,-0.50212,1.800079952426683,0.15785353101045632,-0.010208296610537916,-1.4003323447845595,0.0951157729793429,0.8790298991268952,0.39837841938739627,CL3,CL0,CL0,CL0,CL4,CL6,CL3,CL0,CL1,CL1,CL2,CL1,CL0,CL0,CL0,CL0,CL4,CL0,CL1,3,0,0,0,4,6,3,0,1,1,2,1,0,0,0,0,4,0,1,1,0,1,1,0,1,26,High
914,-0.07854,-0.48246,-1.22751,-0.28519,0.1144,-0.0696811628829118,-1.4126801259740627,0.28174054846628865,-0.06359048523355439,-0.15809650236251147,1.2246352889322627,-0.6850073147097533,CL4,CL0,CL5,CL0,CL5,CL5,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL5,CL0,CL0,4,0,5,0,5,5,3,0,0,0,0,0,0,0,0,6,5,0,0,1,0,0,0,0,1,33,Severe
915,2.59171,0.48246,-1.22751,-0.28519,0.1144,1.5330039507269395,0.311484670336292,1.9352605630400657,1.4946315650502722,-1.6874188798787173,2.247248052021547,1.1993402222903706,CL4,CL0,CL0,CL0,CL3,CL4,CL5,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL2,CL3,CL1,CL0,4,0,0,0,3,4,5,0,0,0,1,0,0,0,0,2,3,1,0,1,0,0,1,0,1,23,High
916,-0.07854,0.48246,-1.43719,-0.09765,-0.31685,1.2127375142624297,-0.14586842129664834,1.2034425392512902,-0.3520259812642808,-1.059323995140724,0.5795401132418988,0.5147192490554946,CL6,CL0,CL0,CL0,CL1,CL3,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL4,CL0,CL0,6,0,0,0,1,3,4,1,0,0,0,0,0,0,0,2,4,0,0,1,1,0,0,0,1,21,High
917,-0.95197,0.48246,-0.61113,0.21128,0.1144,-0.6252110290491393,0.39810780101283255,0.5877448175521978,-0.2605140339423755,1.8653456664612467,0.15202678026700292,-0.8610613357751137,CL4,CL4,CL1,CL0,CL3,CL0,CL5,CL0,CL0,CL2,CL0,CL2,CL1,CL0,CL0,CL5,CL4,CL0,CL0,4,4,1,0,3,0,5,0,0,2,0,2,1,0,0,5,4,0,0,0,0,1,0,0,1,31,Severe
918,2.59171,0.48246,-0.61113,-0.09765,-0.31685,-0.7249332014021351,0.5473066422443585,0.5456977662574383,1.4557069282362927,0.0813095723570512,-0.566147544620819,-1.247177960238712,CL5,CL1,CL5,CL0,CL5,CL4,CL3,CL2,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,5,1,5,0,5,4,3,2,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,27,High
919,-0.07854,-0.48246,0.45468,0.21128,0.1144,0.6686766253513171,-0.22593544385578487,-0.6030659077929138,-0.005008204562074136,1.3466704763957342,-1.0489410614423802,0.15634869990048142,CL4,CL0,CL4,CL1,CL4,CL6,CL4,CL0,CL2,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL5,CL4,CL1,4,0,4,1,4,6,4,0,2,0,0,1,0,0,0,0,5,4,1,1,0,0,0,0,1,36,Severe
920,1.82213,-0.48246,-1.22751,-0.09765,-0.50212,0.2600606381128221,0.48819777689128646,-0.7008694488826097,-1.2076403034047432,0.3088182001675583,0.914208994398929,0.25549834380504577,CL5,CL0,CL1,CL0,CL1,CL2,CL4,CL0,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL6,CL0,CL0,5,0,1,0,1,2,4,0,0,0,2,0,0,2,0,0,6,0,0,1,0,0,1,0,1,23,High
921,0.49788,0.48246,-1.22751,0.24923,-0.22166,-0.40200461633872037,-0.0871761614259313,0.14140815300503426,0.6889991893625707,1.2371359842340386,-0.02745179701597003,-1.2447498144280529,CL5,CL0,CL0,CL0,CL4,CL5,CL4,CL1,CL0,CL1,CL0,CL0,CL0,CL3,CL0,CL0,CL4,CL0,CL0,5,0,0,0,4,5,4,1,0,1,0,0,0,3,0,0,4,0,0,1,1,1,0,0,1,27,High
